size,type,W,A,H_t,h,B,b,t_nom,t,lamb_f,lamb_w,I_x,Z_x,S_x,r_x,I_y,Z_y,S_y,r_y,J,C
HSS20X16X3/4,HSS,171.16 plf,47.1 in ** 2,20.0 in,17.9 in,16.0 in,13.9 in,0.75 in,0.698 in,19.9,25.7,2710.0 in ** 4,324.0 in ** 3,271.0 in ** 3,7.59 in,1920.0 in ** 4,278.0 in ** 3,240.0 in ** 3,6.39 in,3590.0 in ** 4,411.0 in ** 3
HSS20X16X5/8,HSS,144.39 plf,39.6 in ** 2,20.0 in,18.3 in,16.0 in,14.3 in,0.625 in,0.581 in,24.5,31.4,2320.0 in ** 4,275.0 in ** 3,232.0 in ** 3,7.65 in,1640.0 in ** 4,236.0 in ** 3,206.0 in ** 3,6.44 in,3040.0 in ** 4,347.0 in ** 3
HSS20X16X1/2,HSS,116.91 plf,32.1 in ** 2,20.0 in,18.6 in,16.0 in,14.6 in,0.5 in,0.465 in,31.4,40,1900.0 in ** 4,224.0 in ** 3,190.0 in ** 3,7.7 in,1350.0 in ** 4,193.0 in ** 3,169.0 in ** 3,6.5 in,2480.0 in ** 4,282.0 in ** 3
HSS20X16X3/8,HSS,88.73 plf,24.3 in ** 2,20.0 in,19.0 in,16.0 in,15.0 in,0.375 in,0.349 in,42.8,54.3,1470.0 in ** 4,172.0 in ** 3,147.0 in ** 3,7.76 in,1040.0 in ** 4,148.0 in ** 3,130.0 in ** 3,6.55 in,1890.0 in ** 4,215.0 in ** 3
HSS20X16X5/16,HSS,74.38 plf,20.4 in ** 2,20.0 in,19.1 in,16.0 in,15.1 in,0.3125 in,0.291 in,52,65.7,1240.0 in ** 4,144.0 in ** 3,124.0 in ** 3,7.79 in,882.0 in ** 4,124.0 in ** 3,110.0 in ** 3,6.58 in,1590.0 in ** 4,180.0 in ** 3
HSS20X16X1/4,HSS,59.85 plf,16.4 in ** 2,20.0 in,19.3 in,16.0 in,15.3 in,0.25 in,0.233 in,65.7,82.8,1000.0 in ** 4,117.0 in ** 3,100.0 in ** 3,7.82 in,716.0 in ** 4,100.0 in ** 3,89.5 in ** 3,6.6 in,1280.0 in ** 4,145.0 in ** 3
HSS20X12X1,HSS,195.4 plf,53.8 in ** 2,20.0 in,17.2 in,12.0 in,9.21 in,1.0 in,0.93 in,9.9,18.5,2740.0 in ** 4,344.0 in ** 3,274.0 in ** 3,7.14 in,1230.0 in ** 4,241.0 in ** 3,205.0 in ** 3,4.78 in,2820.0 in ** 4,390.0 in ** 3
HSS20X12X7/8,HSS,173.43 plf,47.7 in ** 2,20.0 in,17.6 in,12.0 in,9.56 in,0.875 in,0.814 in,11.7,21.6,2480.0 in ** 4,308.0 in ** 3,248.0 in ** 3,7.2 in,1110.0 in ** 4,216.0 in ** 3,186.0 in ** 3,4.83 in,2530.0 in ** 4,347.0 in ** 3
HSS20X12X3/4,HSS,150.75 plf,41.5 in ** 2,20.0 in,17.9 in,12.0 in,9.91 in,0.75 in,0.698 in,14.2,25.6,2190.0 in ** 4,270.0 in ** 3,219.0 in ** 3,7.26 in,988.0 in ** 4,190.0 in ** 3,165.0 in ** 3,4.88 in,2220.0 in ** 4,303.0 in ** 3
HSS20X12X5/8,HSS,127.37 plf,35.0 in ** 2,20.0 in,18.3 in,12.0 in,10.3 in,0.625 in,0.581 in,17.7,31.4,1880.0 in ** 4,230.0 in ** 3,188.0 in ** 3,7.33 in,851.0 in ** 4,162.0 in ** 3,142.0 in ** 3,4.93 in,1890.0 in ** 4,257.0 in ** 3
HSS20X12X1/2,HSS,103.3 plf,28.3 in ** 2,20.0 in,18.6 in,12.0 in,10.6 in,0.5 in,0.465 in,22.8,40,1550.0 in ** 4,188.0 in ** 3,155.0 in ** 3,7.39 in,705.0 in ** 4,132.0 in ** 3,117.0 in ** 3,4.99 in,1540.0 in ** 4,209.0 in ** 3
HSS20X12X3/8,HSS,78.52 plf,21.5 in ** 2,20.0 in,19.0 in,12.0 in,11.0 in,0.375 in,0.349 in,31.4,54.3,1200.0 in ** 4,144.0 in ** 3,120.0 in ** 3,7.45 in,547.0 in ** 4,102.0 in ** 3,91.1 in ** 3,5.04 in,1180.0 in ** 4,160.0 in ** 3
HSS20X12X5/16,HSS,65.87 plf,18.1 in ** 2,20.0 in,19.1 in,12.0 in,11.1 in,0.3125 in,0.291 in,38.2,65.7,1010.0 in ** 4,122.0 in ** 3,101.0 in ** 3,7.48 in,464.0 in ** 4,85.8 in ** 3,77.3 in ** 3,5.07 in,997.0 in ** 4,134.0 in ** 3
HSS20X8X1,HSS,168.18 plf,46.4 in ** 2,20.0 in,17.2 in,8.0 in,5.21 in,1.0 in,0.93 in,5.6,18.5,2060.0 in ** 4,273.0 in ** 3,206.0 in ** 3,6.67 in,472.0 in ** 4,141.0 in ** 3,118.0 in ** 3,3.19 in,1320.0 in ** 4,248.0 in ** 3
HSS20X8X7/8,HSS,149.61 plf,41.2 in ** 2,20.0 in,17.6 in,8.0 in,5.56 in,0.875 in,0.814 in,6.83,21.6,1880.0 in ** 4,246.0 in ** 3,188.0 in ** 3,6.74 in,432.0 in ** 4,127.0 in ** 3,108.0 in ** 3,3.24 in,1200.0 in ** 4,222.0 in ** 3
HSS20X8X3/4,HSS,130.33 plf,35.9 in ** 2,20.0 in,17.9 in,8.0 in,5.91 in,0.75 in,0.698 in,8.46,25.7,1670.0 in ** 4,216.0 in ** 3,167.0 in ** 3,6.82 in,388.0 in ** 4,112.0 in ** 3,97.1 in ** 3,3.29 in,1060.0 in ** 4,195.0 in ** 3
HSS20X8X5/8,HSS,110.36 plf,30.3 in ** 2,20.0 in,18.3 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,31.4,1440.0 in ** 4,185.0 in ** 3,144.0 in ** 3,6.89 in,338.0 in ** 4,96.4 in ** 3,84.6 in ** 3,3.34 in,916.0 in ** 4,167.0 in ** 3
HSS20X8X1/2,HSS,89.68 plf,24.6 in ** 2,20.0 in,18.6 in,8.0 in,6.6 in,0.5 in,0.465 in,14.2,40,1190.0 in ** 4,152.0 in ** 3,119.0 in ** 3,6.96 in,283.0 in ** 4,79.5 in ** 3,70.8 in ** 3,3.39 in,757.0 in ** 4,137.0 in ** 3
HSS20X8X3/8,HSS,68.31 plf,18.7 in ** 2,20.0 in,19.0 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,54.3,926.0 in ** 4,117.0 in ** 3,92.6 in ** 3,7.03 in,222.0 in ** 4,61.5 in ** 3,55.6 in ** 3,3.44 in,586.0 in ** 4,105.0 in ** 3
HSS20X8X5/16,HSS,57.36 plf,15.7 in ** 2,20.0 in,19.1 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,65.7,786.0 in ** 4,98.6 in ** 3,78.6 in ** 3,7.07 in,189.0 in ** 4,52.0 in ** 3,47.4 in ** 3,3.47 in,496.0 in ** 4,88.3 in ** 3
HSS20X6X5/8,HSS,101.85 plf,28.0 in ** 2,20.0 in,18.3 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,31.4,1220.0 in ** 4,162.0 in ** 3,122.0 in ** 3,6.6 in,175.0 in ** 4,67.3 in ** 3,58.4 in ** 3,2.5 in,528.0 in ** 4,122.0 in ** 3
HSS20X6X1/2,HSS,82.88 plf,22.8 in ** 2,20.0 in,18.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,40,1020.0 in ** 4,134.0 in ** 3,102.0 in ** 3,6.68 in,148.0 in ** 4,55.8 in ** 3,49.4 in ** 3,2.55 in,441.0 in ** 4,100.0 in ** 3
HSS20X6X3/8,HSS,63.21 plf,17.3 in ** 2,20.0 in,19.0 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,54.3,792.0 in ** 4,103.0 in ** 3,79.2 in ** 3,6.76 in,118.0 in ** 4,43.4 in ** 3,39.2 in ** 3,2.6 in,345.0 in ** 4,77.3 in ** 3
HSS20X6X5/16,HSS,53.11 plf,14.6 in ** 2,20.0 in,19.1 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,65.7,673.0 in ** 4,87.1 in ** 3,67.3 in ** 3,6.79 in,101.0 in ** 4,36.9 in ** 3,33.6 in ** 3,2.63 in,293.0 in ** 4,65.4 in ** 3
HSS20X6X1/4,HSS,42.84 plf,11.8 in ** 2,20.0 in,19.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,82.8,549.0 in ** 4,70.7 in ** 3,54.9 in ** 3,6.83 in,82.9 in ** 4,30.0 in ** 3,27.6 in ** 3,2.66 in,240.0 in ** 4,53.1 in ** 3
HSS20X4X1/2,HSS,76.07 plf,20.9 in ** 2,20.0 in,18.6 in,4.0 in,2.6 in,0.5 in,0.465 in,5.6,40,838.0 in ** 4,115.0 in ** 3,83.8 in ** 3,6.33 in,58.7 in ** 4,34.0 in ** 3,29.3 in ** 3,1.68 in,195.0 in ** 4,63.8 in ** 3
HSS20X4X3/8,HSS,58.1 plf,16.0 in ** 2,20.0 in,19.0 in,4.0 in,2.95 in,0.375 in,0.349 in,8.46,54.3,657.0 in ** 4,89.3 in ** 3,65.7 in ** 3,6.42 in,47.6 in ** 4,26.8 in ** 3,23.8 in ** 3,1.73 in,156.0 in ** 4,49.9 in ** 3
HSS20X4X5/16,HSS,48.86 plf,13.4 in ** 2,20.0 in,19.1 in,4.0 in,3.13 in,0.3125 in,0.291 in,10.7,65.7,560.0 in ** 4,75.6 in ** 3,56.0 in ** 3,6.46 in,41.2 in ** 4,22.9 in ** 3,20.6 in ** 3,1.75 in,134.0 in ** 4,42.4 in ** 3
HSS20X4X1/4,HSS,39.43 plf,10.8 in ** 2,20.0 in,19.3 in,4.0 in,3.3 in,0.25 in,0.233 in,14.2,82.8,458.0 in ** 4,61.5 in ** 3,45.8 in ** 3,6.5 in,34.3 in ** 4,18.7 in ** 3,17.1 in ** 3,1.78 in,111.0 in ** 4,34.7 in ** 3
HSS18X18X1,HSS,222.63 plf,61.3 in ** 2,18.0 in,15.2 in,18.0 in,15.2 in,1.0 in,0.93 in,16.4,16.4,2920.0 in ** 4,387.0 in ** 3,324.0 in ** 3,6.9 in,2920.0 in ** 4,387.0 in ** 3,324.0 in ** 3,6.9 in,4740.0 in ** 4,539.0 in ** 3
HSS18X18X7/8,HSS,197.24 plf,54.3 in ** 2,18.0 in,15.6 in,18.0 in,15.6 in,0.875 in,0.814 in,19.2,19.2,2630.0 in ** 4,346.0 in ** 3,292.0 in ** 3,6.96 in,2630.0 in ** 4,346.0 in ** 3,292.0 in ** 3,6.96 in,4220.0 in ** 4,479.0 in ** 3
HSS18X18X3/4,HSS,171.16 plf,47.1 in ** 2,18.0 in,15.9 in,18.0 in,15.9 in,0.75 in,0.698 in,22.8,22.8,2320.0 in ** 4,302.0 in ** 3,258.0 in ** 3,7.02 in,2320.0 in ** 4,302.0 in ** 3,258.0 in ** 3,7.02 in,3690.0 in ** 4,417.0 in ** 3
HSS18X18X5/8,HSS,144.39 plf,39.6 in ** 2,18.0 in,16.3 in,18.0 in,16.3 in,0.625 in,0.581 in,28.1,28.1,1980.0 in ** 4,257.0 in ** 3,220.0 in ** 3,7.07 in,1980.0 in ** 4,257.0 in ** 3,220.0 in ** 3,7.07 in,3120.0 in ** 4,352.0 in ** 3
HSS18X18X1/2,HSS,116.91 plf,32.1 in ** 2,18.0 in,16.6 in,18.0 in,16.6 in,0.5 in,0.465 in,35.7,35.7,1630.0 in ** 4,210.0 in ** 3,181.0 in ** 3,7.13 in,1630.0 in ** 4,210.0 in ** 3,181.0 in ** 3,7.13 in,2540.0 in ** 4,286.0 in ** 3
HSS18X18X3/8,HSS,88.73 plf,24.3 in ** 2,18.0 in,17.0 in,18.0 in,17.0 in,0.375 in,0.349 in,48.6,48.6,1250.0 in ** 4,160.0 in ** 3,139.0 in ** 3,7.18 in,1250.0 in ** 4,160.0 in ** 3,139.0 in ** 3,7.18 in,1940.0 in ** 4,217.0 in ** 3
HSS18X18X5/16,HSS,74.38 plf,20.4 in ** 2,18.0 in,17.1 in,18.0 in,17.1 in,0.3125 in,0.291 in,58.9,58.9,1060.0 in ** 4,135.0 in ** 3,118.0 in ** 3,7.21 in,1060.0 in ** 4,135.0 in ** 3,118.0 in ** 3,7.21 in,1630.0 in ** 4,182.0 in ** 3
HSS18X18X1/4,HSS,59.85 plf,16.4 in ** 2,18.0 in,17.3 in,18.0 in,17.3 in,0.25 in,0.233 in,74.3,74.3,860.0 in ** 4,109.0 in ** 3,95.6 in ** 3,7.24 in,860.0 in ** 4,109.0 in ** 3,95.6 in ** 3,7.24 in,1320.0 in ** 4,147.0 in ** 3
HSS18X10X5/8,HSS,110.36 plf,30.3 in ** 2,18.0 in,16.3 in,10.0 in,8.26 in,0.625 in,0.581 in,14.2,28,1280.0 in ** 4,176.0 in ** 3,142.0 in ** 3,6.49 in,511.0 in ** 4,117.0 in ** 3,102.0 in ** 3,4.1 in,1190.0 in ** 4,190.0 in ** 3
HSS18X10X1/2,HSS,89.68 plf,24.6 in ** 2,18.0 in,16.6 in,10.0 in,8.61 in,0.5 in,0.465 in,18.5,35.7,1060.0 in ** 4,144.0 in ** 3,117.0 in ** 3,6.55 in,425.0 in ** 4,96.2 in ** 3,85.0 in ** 3,4.16 in,977.0 in ** 4,155.0 in ** 3
HSS18X10X3/8,HSS,68.31 plf,18.7 in ** 2,18.0 in,17.0 in,10.0 in,8.95 in,0.375 in,0.349 in,25.7,48.6,820.0 in ** 4,111.0 in ** 3,91.1 in ** 3,6.61 in,332.0 in ** 4,74.2 in ** 3,66.4 in ** 3,4.21 in,752.0 in ** 4,119.0 in ** 3
HSS18X10X5/16,HSS,57.36 plf,15.7 in ** 2,18.0 in,17.1 in,10.0 in,9.13 in,0.3125 in,0.291 in,31.4,58.9,695.0 in ** 4,93.7 in ** 3,77.2 in ** 3,6.65 in,282.0 in ** 4,62.7 in ** 3,56.4 in ** 3,4.23 in,635.0 in ** 4,100.0 in ** 3
HSS18X10X1/4,HSS,46.24 plf,12.7 in ** 2,18.0 in,17.3 in,10.0 in,9.3 in,0.25 in,0.233 in,39.9,74.3,566.0 in ** 4,76.0 in ** 3,62.9 in ** 3,6.68 in,230.0 in ** 4,50.9 in ** 3,46.1 in ** 3,4.26 in,515.0 in ** 4,80.8 in ** 3
HSS18X8X5/8,HSS,101.85 plf,28.0 in ** 2,18.0 in,16.3 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,28,1100.0 in ** 4,156.0 in ** 3,122.0 in ** 3,6.27 in,306.0 in ** 4,87.8 in ** 3,76.6 in ** 3,3.31 in,797.0 in ** 4,149.0 in ** 3
HSS18X8X1/2,HSS,82.88 plf,22.8 in ** 2,18.0 in,16.6 in,8.0 in,6.61 in,0.5 in,0.465 in,14.2,35.7,913.0 in ** 4,128.0 in ** 3,101.0 in ** 3,6.33 in,257.0 in ** 4,72.5 in ** 3,64.2 in ** 3,3.36 in,659.0 in ** 4,122.0 in ** 3
HSS18X8X3/8,HSS,63.21 plf,17.3 in ** 2,18.0 in,17.0 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,48.6,711.0 in ** 4,98.7 in ** 3,79.0 in ** 3,6.4 in,202.0 in ** 4,56.1 in ** 3,50.5 in ** 3,3.41 in,510.0 in ** 4,94.1 in ** 3
HSS18X8X5/16,HSS,53.11 plf,14.6 in ** 2,18.0 in,17.1 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,58.9,604.0 in ** 4,83.4 in ** 3,67.1 in ** 3,6.44 in,172.0 in ** 4,47.5 in ** 3,43.0 in ** 3,3.44 in,432.0 in ** 4,79.4 in ** 3
HSS18X8X1/4,HSS,42.84 plf,11.8 in ** 2,18.0 in,17.3 in,8.0 in,7.3 in,0.25 in,0.233 in,31.3,74.3,492.0 in ** 4,67.7 in ** 3,54.7 in ** 3,6.47 in,141.0 in ** 4,38.6 in ** 3,35.2 in ** 3,3.46 in,351.0 in ** 4,64.3 in ** 3
HSS18X6X3/4,HSS,109.91 plf,30.3 in ** 2,18.0 in,15.9 in,6.0 in,3.91 in,0.75 in,0.698 in,5.6,22.8,1060.0 in ** 4,158.0 in ** 3,118.0 in ** 3,5.92 in,179.0 in ** 4,70.4 in ** 3,59.6 in ** 3,2.43 in,530.0 in ** 4,127.0 in ** 3
HSS18X6X5/8,HSS,93.34 plf,25.7 in ** 2,18.0 in,16.3 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,28,923.0 in ** 4,135.0 in ** 3,103.0 in ** 3,6.0 in,158.0 in ** 4,61.0 in ** 3,52.7 in ** 3,2.48 in,462.0 in ** 4,109.0 in ** 3
HSS18X6X1/2,HSS,76.07 plf,20.9 in ** 2,18.0 in,16.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,35.7,770.0 in ** 4,112.0 in ** 3,85.6 in ** 3,6.07 in,134.0 in ** 4,50.7 in ** 3,44.6 in ** 3,2.53 in,387.0 in ** 4,89.9 in ** 3
HSS18X6X3/8,HSS,58.1 plf,16.0 in ** 2,18.0 in,17.0 in,6.0 in,4.95 in,0.375 in,0.349 in,14.2,48.6,602.0 in ** 4,86.4 in ** 3,66.9 in ** 3,6.15 in,106.0 in ** 4,39.5 in ** 3,35.5 in ** 3,2.58 in,302.0 in ** 4,69.5 in ** 3
HSS18X6X5/16,HSS,48.86 plf,13.4 in ** 2,18.0 in,17.1 in,6.0 in,5.13 in,0.3125 in,0.291 in,17.6,58.9,513.0 in ** 4,73.1 in ** 3,57.0 in ** 3,6.18 in,91.3 in ** 4,33.5 in ** 3,30.4 in ** 3,2.61 in,257.0 in ** 4,58.7 in ** 3
HSS18X6X1/4,HSS,39.43 plf,10.8 in ** 2,18.0 in,17.3 in,6.0 in,5.3 in,0.25 in,0.233 in,22.8,74.3,419.0 in ** 4,59.4 in ** 3,46.5 in ** 3,6.22 in,75.1 in ** 4,27.3 in ** 3,25.0 in ** 3,2.63 in,210.0 in ** 4,47.7 in ** 3
HSS16X16X1,HSS,195.4 plf,53.8 in ** 2,16.0 in,13.2 in,16.0 in,13.2 in,1.0 in,0.93 in,14.2,14.2,1990.0 in ** 4,300.0 in ** 3,249.0 in ** 3,6.09 in,1990.0 in ** 4,300.0 in ** 3,249.0 in ** 3,6.09 in,3270.0 in ** 4,419.0 in ** 3
HSS16X16X7/8,HSS,173.43 plf,47.7 in ** 2,16.0 in,13.6 in,16.0 in,13.6 in,0.875 in,0.814 in,16.7,16.7,1800.0 in ** 4,268.0 in ** 3,225.0 in ** 3,6.14 in,1800.0 in ** 4,268.0 in ** 3,225.0 in ** 3,6.14 in,2920.0 in ** 4,373.0 in ** 3
HSS16X16X3/4,HSS,150.75 plf,41.5 in ** 2,16.0 in,13.9 in,16.0 in,13.9 in,0.75 in,0.698 in,19.9,19.9,1590.0 in ** 4,235.0 in ** 3,199.0 in ** 3,6.19 in,1590.0 in ** 4,235.0 in ** 3,199.0 in ** 3,6.19 in,2560.0 in ** 4,326.0 in ** 3
HSS16X16X5/8,HSS,127.37 plf,35.0 in ** 2,16.0 in,14.3 in,16.0 in,14.3 in,0.625 in,0.581 in,24.5,24.5,1370.0 in ** 4,200.0 in ** 3,171.0 in ** 3,6.25 in,1370.0 in ** 4,200.0 in ** 3,171.0 in ** 3,6.25 in,2170.0 in ** 4,276.0 in ** 3
HSS16X16X1/2,HSS,103.3 plf,28.3 in ** 2,16.0 in,14.6 in,16.0 in,14.6 in,0.5 in,0.465 in,31.4,31.4,1130.0 in ** 4,164.0 in ** 3,141.0 in ** 3,6.31 in,1130.0 in ** 4,164.0 in ** 3,141.0 in ** 3,6.31 in,1770.0 in ** 4,224.0 in ** 3
HSS16X16X3/8,HSS,78.52 plf,21.5 in ** 2,16.0 in,15.0 in,16.0 in,15.0 in,0.375 in,0.349 in,42.8,42.8,873.0 in ** 4,126.0 in ** 3,109.0 in ** 3,6.37 in,873.0 in ** 4,126.0 in ** 3,109.0 in ** 3,6.37 in,1350.0 in ** 4,171.0 in ** 3
HSS16X16X5/16,HSS,65.87 plf,18.1 in ** 2,16.0 in,15.1 in,16.0 in,15.1 in,0.3125 in,0.291 in,52,52,739.0 in ** 4,106.0 in ** 3,92.3 in ** 3,6.39 in,739.0 in ** 4,106.0 in ** 3,92.3 in ** 3,6.39 in,1140.0 in ** 4,144.0 in ** 3
HSS16X16X1/4,HSS,53.05 plf,14.6 in ** 2,16.0 in,15.3 in,16.0 in,15.3 in,0.25 in,0.233 in,65.7,65.7,600.0 in ** 4,85.8 in ** 3,75.0 in ** 3,6.42 in,600.0 in ** 4,85.8 in ** 3,75.0 in ** 3,6.42 in,921.0 in ** 4,116.0 in ** 3
HSS16X12X1,HSS,168.18 plf,46.4 in ** 2,16.0 in,13.2 in,12.0 in,9.21 in,1.0 in,0.93 in,9.9,14.2,1570.0 in ** 4,244.0 in ** 3,196.0 in ** 3,5.82 in,1000.0 in ** 4,200.0 in ** 3,167.0 in ** 3,4.64 in,2030.0 in ** 4,307.0 in ** 3
HSS16X12X7/8,HSS,149.61 plf,41.2 in ** 2,16.0 in,13.6 in,12.0 in,9.56 in,0.875 in,0.814 in,11.7,16.7,1430.0 in ** 4,219.0 in ** 3,178.0 in ** 3,5.88 in,910.0 in ** 4,179.0 in ** 3,152.0 in ** 3,4.7 in,1830.0 in ** 4,274.0 in ** 3
HSS16X12X3/4,HSS,130.33 plf,35.9 in ** 2,16.0 in,13.9 in,12.0 in,9.91 in,0.75 in,0.698 in,14.2,19.9,1270.0 in ** 4,193.0 in ** 3,159.0 in ** 3,5.95 in,810.0 in ** 4,158.0 in ** 3,135.0 in ** 3,4.75 in,1610.0 in ** 4,240.0 in ** 3
HSS16X12X5/8,HSS,110.36 plf,30.3 in ** 2,16.0 in,14.3 in,12.0 in,10.3 in,0.625 in,0.581 in,17.7,24.5,1090.0 in ** 4,165.0 in ** 3,136.0 in ** 3,6.0 in,700.0 in ** 4,135.0 in ** 3,117.0 in ** 3,4.8 in,1370.0 in ** 4,204.0 in ** 3
HSS16X12X1/2,HSS,89.68 plf,24.6 in ** 2,16.0 in,14.6 in,12.0 in,10.6 in,0.5 in,0.465 in,22.8,31.4,904.0 in ** 4,135.0 in ** 3,113.0 in ** 3,6.06 in,581.0 in ** 4,111.0 in ** 3,96.8 in ** 3,4.86 in,1120.0 in ** 4,166.0 in ** 3
HSS16X12X3/8,HSS,68.31 plf,18.7 in ** 2,16.0 in,15.0 in,12.0 in,11.0 in,0.375 in,0.349 in,31.4,42.8,702.0 in ** 4,104.0 in ** 3,87.7 in ** 3,6.12 in,452.0 in ** 4,85.5 in ** 3,75.3 in ** 3,4.91 in,862.0 in ** 4,127.0 in ** 3
HSS16X12X5/16,HSS,57.36 plf,15.7 in ** 2,16.0 in,15.1 in,12.0 in,11.1 in,0.3125 in,0.291 in,38.2,52,595.0 in ** 4,87.7 in ** 3,74.4 in ** 3,6.15 in,384.0 in ** 4,72.2 in ** 3,64.0 in ** 3,4.94 in,727.0 in ** 4,107.0 in ** 3
HSS16X10X5/8,HSS,101.85 plf,28.0 in ** 2,16.0 in,14.3 in,10.0 in,8.26 in,0.625 in,0.581 in,14.2,24.5,953.0 in ** 4,147.0 in ** 3,119.0 in ** 3,5.84 in,459.0 in ** 4,106.0 in ** 3,91.8 in ** 3,4.05 in,1010.0 in ** 4,168.0 in ** 3
HSS16X10X1/2,HSS,82.88 plf,22.8 in ** 2,16.0 in,14.6 in,10.0 in,8.61 in,0.5 in,0.465 in,18.5,31.4,792.0 in ** 4,121.0 in ** 3,99.0 in ** 3,5.9 in,383.0 in ** 4,87.3 in ** 3,76.6 in ** 3,4.1 in,829.0 in ** 4,137.0 in ** 3
HSS16X10X3/8,HSS,63.21 plf,17.3 in ** 2,16.0 in,15.0 in,10.0 in,8.95 in,0.375 in,0.349 in,25.7,42.8,616.0 in ** 4,93.0 in ** 3,77.0 in ** 3,5.96 in,299.0 in ** 4,67.4 in ** 3,59.9 in ** 3,4.15 in,639.0 in ** 4,105.0 in ** 3
HSS16X10X5/16,HSS,53.11 plf,14.6 in ** 2,16.0 in,15.1 in,10.0 in,9.13 in,0.3125 in,0.291 in,31.4,52,523.0 in ** 4,78.6 in ** 3,65.4 in ** 3,5.99 in,255.0 in ** 4,57.0 in ** 3,50.9 in ** 3,4.18 in,539.0 in ** 4,88.7 in ** 3
HSS16X10X1/4,HSS,42.84 plf,11.8 in ** 2,16.0 in,15.3 in,10.0 in,9.3 in,0.25 in,0.233 in,39.9,65.7,426.0 in ** 4,63.7 in ** 3,53.3 in ** 3,6.02 in,208.0 in ** 4,46.3 in ** 3,41.6 in ** 3,4.21 in,437.0 in ** 4,71.7 in ** 3
HSS16X8X7/8,HSS,125.79 plf,34.7 in ** 2,16.0 in,13.6 in,8.0 in,5.56 in,0.875 in,0.814 in,6.83,16.7,1050.0 in ** 4,170.0 in ** 3,131.0 in ** 3,5.5 in,348.0 in ** 4,104.0 in ** 3,87.0 in ** 3,3.17 in,888.0 in ** 4,176.0 in ** 3
HSS16X8X3/4,HSS,109.91 plf,30.3 in ** 2,16.0 in,13.9 in,8.0 in,5.91 in,0.75 in,0.698 in,8.46,19.9,939.0 in ** 4,150.0 in ** 3,117.0 in ** 3,5.57 in,314.0 in ** 4,91.9 in ** 3,78.4 in ** 3,3.22 in,790.0 in ** 4,155.0 in ** 3
HSS16X8X5/8,HSS,93.34 plf,25.7 in ** 2,16.0 in,14.3 in,8.0 in,6.26 in,0.625 in,0.581 in,10.8,24.5,815.0 in ** 4,129.0 in ** 3,102.0 in ** 3,5.64 in,274.0 in ** 4,79.2 in ** 3,68.6 in ** 3,3.27 in,681.0 in ** 4,132.0 in ** 3
HSS16X8X1/2,HSS,76.07 plf,20.9 in ** 2,16.0 in,14.6 in,8.0 in,6.6 in,0.5 in,0.465 in,14.2,31.4,679.0 in ** 4,106.0 in ** 3,84.9 in ** 3,5.7 in,230.0 in ** 4,65.5 in ** 3,57.6 in ** 3,3.32 in,563.0 in ** 4,108.0 in ** 3
HSS16X8X3/8,HSS,58.1 plf,16.0 in ** 2,16.0 in,15.0 in,8.0 in,6.95 in,0.375 in,0.349 in,19.9,42.8,531.0 in ** 4,82.1 in ** 3,66.3 in ** 3,5.77 in,181.0 in ** 4,50.8 in ** 3,45.3 in ** 3,3.37 in,436.0 in ** 4,83.4 in ** 3
HSS16X8X5/16,HSS,48.86 plf,13.4 in ** 2,16.0 in,15.1 in,8.0 in,7.13 in,0.3125 in,0.291 in,24.5,52,451.0 in ** 4,69.4 in ** 3,56.4 in ** 3,5.8 in,155.0 in ** 4,43.0 in ** 3,38.7 in ** 3,3.4 in,369.0 in ** 4,70.4 in ** 3
HSS16X8X1/4,HSS,39.43 plf,10.8 in ** 2,16.0 in,15.3 in,8.0 in,7.3 in,0.25 in,0.233 in,31.3,65.7,368.0 in ** 4,56.4 in ** 3,46.1 in ** 3,5.83 in,127.0 in ** 4,35.0 in ** 3,31.7 in ** 3,3.42 in,300.0 in ** 4,57.0 in ** 3
HSS16X6X5/8,HSS,84.84 plf,23.3 in ** 2,16.0 in,14.3 in,6.0 in,4.26 in,0.625 in,0.581 in,7.33,24.5,677.0 in ** 4,111.0 in ** 3,84.6 in ** 3,5.38 in,141.0 in ** 4,54.7 in ** 3,46.9 in ** 3,2.46 in,398.0 in ** 4,96.3 in ** 3
HSS16X6X1/2,HSS,69.27 plf,19.0 in ** 2,16.0 in,14.6 in,6.0 in,4.61 in,0.5 in,0.465 in,9.9,31.4,567.0 in ** 4,91.7 in ** 3,70.9 in ** 3,5.46 in,120.0 in ** 4,45.5 in ** 3,39.9 in ** 3,2.51 in,333.0 in ** 4,79.6 in ** 3
